"No.","Time","Source","Destination","Protocol","Length","Info"
"12835","2023-05-06 19:40:10.273909","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","140","Handshake, DCID=f02a3a72dc1c0df5"
"12836","2023-05-06 19:40:10.274189","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","858","Protected Payload (KP0)"
"12837","2023-05-06 19:40:10.274276","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","93","Protected Payload (KP0), DCID=f02a3a72dc1c0df5"
"12838","2023-05-06 19:40:10.275928","20.42.65.84","192.168.18.48","TCP","1466","443  >  51271 [ACK] Seq=1413 Ack=213 Win=524800 Len=1412 [TCP segment of a reassembled PDU]"
"12839","2023-05-06 19:40:10.275958","192.168.18.48","20.42.65.84","TCP","54","51271  >  443 [ACK] Seq=213 Ack=2825 Win=131072 Len=0"
"12840","2023-05-06 19:40:10.277166","20.42.65.84","192.168.18.48","TCP","1466","443  >  51271 [ACK] Seq=2825 Ack=213 Win=524800 Len=1412 [TCP segment of a reassembled PDU]"
"12841","2023-05-06 19:40:10.277166","20.42.65.84","192.168.18.48","TLSv1.2","220","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"12842","2023-05-06 19:40:10.277166","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","232","Protected Payload (KP0)"
"12843","2023-05-06 19:40:10.277166","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","86","Protected Payload (KP0)"
"12844","2023-05-06 19:40:10.277251","192.168.18.48","20.42.65.84","TCP","54","51271  >  443 [ACK] Seq=213 Ack=4403 Win=131072 Len=0"
"12845","2023-05-06 19:40:10.277707","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","84","Protected Payload (KP0)"
"12846","2023-05-06 19:40:10.277869","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","93","Protected Payload (KP0), DCID=f02a3a72dc1c0df5"
"12847","2023-05-06 19:40:10.279178","192.168.18.48","20.42.65.84","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"12848","2023-05-06 19:40:10.311476","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","182","Protected Payload (KP0)"
"12849","2023-05-06 19:40:10.337016","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","94","Protected Payload (KP0), DCID=f02a3a72dc1c0df5"
"12850","2023-05-06 19:40:10.337067","52.212.101.251","192.168.18.48","TCP","54","[TCP Keep-Alive] 443  >  50596 [ACK] Seq=457 Ack=832 Win=118 Len=0"
"12851","2023-05-06 19:40:10.337091","192.168.18.48","52.212.101.251","TCP","54","[TCP Keep-Alive ACK] 50596  >  443 [ACK] Seq=832 Ack=458 Win=257 Len=0"
"12852","2023-05-06 19:40:10.401602","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","579","Protected Payload (KP0)"
"12853","2023-05-06 19:40:10.401930","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","97","Protected Payload (KP0), DCID=f02a3a72dc1c0df5"
"12854","2023-05-06 19:40:10.402264","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","84","Protected Payload (KP0)"
"12855","2023-05-06 19:40:10.403666","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","1292","Initial, DCID=1cfeb3cc8ac40506, PKN: 1, CRYPTO, PADDING, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PING, CRYPTO, PADDING"
"12856","2023-05-06 19:40:10.403838","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","139","0-RTT, DCID=1cfeb3cc8ac40506"
"12857","2023-05-06 19:40:10.428242","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","94","Protected Payload (KP0), DCID=f02a3a72dc1c0df5"
"12858","2023-05-06 19:40:10.440256","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","87","Protected Payload (KP0)"
"12859","2023-05-06 19:40:10.466691","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","1292","Initial, SCID=dcfeb3cc8ac40506, PKN: 1, ACK, PADDING"
"12860","2023-05-06 19:40:10.496857","2407:d000:b:7008:5d49:e746:bd25:c0b5","2603:1030:c02:2::284","TLSv1.2","150","Application Data"
"12861","2023-05-06 19:40:10.496963","2407:d000:b:7008:5d49:e746:bd25:c0b5","2603:1030:c02:2::284","TLSv1.2","10900","Application Data"
"12862","2023-05-06 19:40:10.499943","52.212.101.251","192.168.18.48","TCP","54","443  >  50596 [RST] Seq=458 Win=0 Len=0"
"12863","2023-05-06 19:40:10.516748","20.42.65.84","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"12864","2023-05-06 19:40:10.518221","192.168.18.48","20.42.65.84","TLSv1.2","1583","Application Data"
"12865","2023-05-06 19:40:10.518397","192.168.18.48","20.42.65.84","TLSv1.2","1123","Application Data"
"12866","2023-05-06 19:40:10.536876","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","1292","Initial, DCID=dcfeb3cc8ac40506, PKN: 4, PADDING, PING, PADDING"
"12867","2023-05-06 19:40:10.555848","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","1292","Protected Payload (KP0)"
"12868","2023-05-06 19:40:10.556570","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","851","Protected Payload (KP0)"
"12869","2023-05-06 19:40:10.556763","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","141","Handshake, DCID=dcfeb3cc8ac40506"
"12870","2023-05-06 19:40:10.556960","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","93","Protected Payload (KP0), DCID=dcfeb3cc8ac40506"
"12871","2023-05-06 19:40:10.557240","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","249","Protected Payload (KP0)"
"12872","2023-05-06 19:40:10.557240","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","86","Protected Payload (KP0)"
"12873","2023-05-06 19:40:10.557246","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","609","Protected Payload (KP0), DCID=dcfeb3cc8ac40506"
"12874","2023-05-06 19:40:10.576156","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","1292","Protected Payload (KP0)"
"12875","2023-05-06 19:40:10.576416","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","696","Protected Payload (KP0), DCID=dcfeb3cc8ac40506"
"12876","2023-05-06 19:40:10.595826","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","182","Protected Payload (KP0)"
"12877","2023-05-06 19:40:10.596027","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","96","Protected Payload (KP0), DCID=dcfeb3cc8ac40506"
"12878","2023-05-06 19:40:10.598702","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","87","Protected Payload (KP0)"
"12879","2023-05-06 19:40:10.599338","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","84","Protected Payload (KP0)"
"12880","2023-05-06 19:40:10.599491","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","95","Protected Payload (KP0), DCID=dcfeb3cc8ac40506"
"12881","2023-05-06 19:40:10.614722","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","89","Protected Payload (KP0)"
"12882","2023-05-06 19:40:10.657185","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","91","50286  >  443 Len=29"
"12883","2023-05-06 19:40:10.700563","2a00:1450:4018:807::200a","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","90","443  >  50286 Len=28"
"12884","2023-05-06 19:40:10.718007","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","938","Protected Payload (KP0)"
"12885","2023-05-06 19:40:10.718095","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","83","Protected Payload (KP0)"
"12886","2023-05-06 19:40:10.718371","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","97","Protected Payload (KP0), DCID=dcfeb3cc8ac40506"
"12887","2023-05-06 19:40:10.747317","20.42.65.84","192.168.18.48","TCP","54","443  >  51271 [ACK] Seq=4454 Ack=1900 Win=525056 Len=0"
"12888","2023-05-06 19:40:10.747981","20.42.65.84","192.168.18.48","TLSv1.2","507","Application Data"
"12889","2023-05-06 19:40:10.750376","192.168.18.48","20.42.65.84","TCP","54","51271  >  443 [FIN, ACK] Seq=2969 Ack=4907 Win=130560 Len=0"
"12890","2023-05-06 19:40:10.758944","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","94","Protected Payload (KP0), DCID=dcfeb3cc8ac40506"
"12891","2023-05-06 19:40:10.769871","2603:1030:c02:2::284","2407:d000:b:7008:5d49:e746:bd25:c0b5","TCP","74","443  >  51270 [ACK] Seq=3448 Ack=6251 Win=12583680 Len=0"
"12892","2023-05-06 19:40:10.770466","2603:1030:c02:2::284","2407:d000:b:7008:5d49:e746:bd25:c0b5","TCP","74","443  >  51270 [ACK] Seq=3448 Ack=9051 Win=12583680 Len=0"
"12893","2023-05-06 19:40:10.771185","2603:1030:c02:2::284","2407:d000:b:7008:5d49:e746:bd25:c0b5","TCP","74","443  >  51270 [ACK] Seq=3448 Ack=11851 Win=12583680 Len=0"
"12894","2023-05-06 19:40:10.771185","2603:1030:c02:2::284","2407:d000:b:7008:5d49:e746:bd25:c0b5","TCP","74","443  >  51270 [ACK] Seq=3448 Ack=15677 Win=12583680 Len=0"
"12895","2023-05-06 19:40:10.772845","2603:1030:c02:2::284","2407:d000:b:7008:5d49:e746:bd25:c0b5","TLSv1.2","795","Application Data"
"12896","2023-05-06 19:40:10.783055","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","86","Protected Payload (KP0)"
"12897","2023-05-06 19:40:10.795758","2a00:1450:4018:804::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","83","Protected Payload (KP0)"
"12898","2023-05-06 19:40:10.796054","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::2003","QUIC","95","Protected Payload (KP0), DCID=dcfeb3cc8ac40506"
"12899","2023-05-06 19:40:10.822544","2407:d000:b:7008:5d49:e746:bd25:c0b5","2603:1030:c02:2::284","TCP","74","51270  >  443 [ACK] Seq=15677 Ack=4169 Win=65792 Len=0"
"12900","2023-05-06 19:40:10.978013","20.42.65.84","192.168.18.48","TCP","54","443  >  51271 [FIN, ACK] Seq=4907 Ack=2970 Win=524032 Len=0"
"12901","2023-05-06 19:40:10.978063","192.168.18.48","20.42.65.84","TCP","54","51271  >  443 [ACK] Seq=2970 Ack=4908 Win=130560 Len=0"
"12902","2023-05-06 19:40:11.052051","192.168.18.79","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"12903","2023-05-06 19:40:11.120114","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","179","Protected Payload (KP0), DCID=f02a3a72dc1c0df5"
"12904","2023-05-06 19:40:11.158140","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","91","Protected Payload (KP0)"
"12905","2023-05-06 19:40:11.188067","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","94","Protected Payload (KP0), DCID=f02a3a72dc1c0df5"
"12906","2023-05-06 19:40:11.281942","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","202","Protected Payload (KP0)"
"12907","2023-05-06 19:40:11.282238","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","97","Protected Payload (KP0), DCID=f02a3a72dc1c0df5"
"12908","2023-05-06 19:40:11.282536","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","84","Protected Payload (KP0)"
"12909","2023-05-06 19:40:11.289852","2407:d000:b:7008:5d49:e746:bd25:c0b5","2603:1030:c02:2::284","TCP","74","51270  >  443 [FIN, ACK] Seq=15677 Ack=4169 Win=65792 Len=0"
"12910","2023-05-06 19:40:11.308508","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","94","Protected Payload (KP0), DCID=f02a3a72dc1c0df5"
"12911","2023-05-06 19:40:11.345649","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","85","Protected Payload (KP0)"
"12912","2023-05-06 19:40:11.561523","2603:1030:c02:2::284","2407:d000:b:7008:5d49:e746:bd25:c0b5","TCP","74","443  >  51270 [FIN, ACK] Seq=4169 Ack=15678 Win=12583680 Len=0"
"12913","2023-05-06 19:40:11.561606","2407:d000:b:7008:5d49:e746:bd25:c0b5","2603:1030:c02:2::284","TCP","74","51270  >  443 [ACK] Seq=15678 Ack=4170 Win=65792 Len=0"
"12914","2023-05-06 19:40:11.758871","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:809::200e","UDP","91","58033  >  443 Len=29"
"12915","2023-05-06 19:40:11.809541","2a00:1450:4018:809::200e","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","88","443  >  58033 Len=26"
"12916","2023-05-06 19:40:12.057521","192.168.18.79","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"12917","2023-05-06 19:40:12.905953","192.168.18.48","20.42.65.84","TCP","66","51272  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"12918","2023-05-06 19:40:13.072223","192.168.18.79","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"12919","2023-05-06 19:40:13.138983","20.42.65.84","192.168.18.48","TCP","66","443  >  51272 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM"
"12920","2023-05-06 19:40:13.139198","192.168.18.48","20.42.65.84","TCP","54","51272  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"12921","2023-05-06 19:40:13.140386","192.168.18.48","20.42.65.84","TLSv1.2","266","Client Hello"
"12922","2023-05-06 19:40:13.373497","20.42.65.84","192.168.18.48","TCP","1466","443  >  51272 [ACK] Seq=1 Ack=213 Win=524800 Len=1412 [TCP segment of a reassembled PDU]"
"12923","2023-05-06 19:40:13.373916","20.42.65.84","192.168.18.48","TCP","1466","443  >  51272 [ACK] Seq=1413 Ack=213 Win=524800 Len=1412 [TCP segment of a reassembled PDU]"
"12924","2023-05-06 19:40:13.373966","192.168.18.48","20.42.65.84","TCP","54","51272  >  443 [ACK] Seq=213 Ack=2825 Win=131072 Len=0"
"12925","2023-05-06 19:40:13.377046","20.42.65.84","192.168.18.48","TCP","1466","443  >  51272 [ACK] Seq=2825 Ack=213 Win=524800 Len=1412 [TCP segment of a reassembled PDU]"
"12926","2023-05-06 19:40:13.377046","20.42.65.84","192.168.18.48","TLSv1.2","220","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"12927","2023-05-06 19:40:13.377166","192.168.18.48","20.42.65.84","TCP","54","51272  >  443 [ACK] Seq=213 Ack=4403 Win=131072 Len=0"
"12928","2023-05-06 19:40:13.379083","192.168.18.48","20.42.65.84","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"12929","2023-05-06 19:40:13.610662","20.42.65.84","192.168.18.48","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"12930","2023-05-06 19:40:13.611337","192.168.18.48","20.42.65.84","TLSv1.2","1583","Application Data"
"12931","2023-05-06 19:40:13.611418","192.168.18.48","20.42.65.84","TLSv1.2","1112","Application Data"
"12932","2023-05-06 19:40:13.842048","20.42.65.84","192.168.18.48","TCP","54","443  >  51272 [ACK] Seq=4454 Ack=1900 Win=525056 Len=0"
"12933","2023-05-06 19:40:13.844408","20.42.65.84","192.168.18.48","TLSv1.2","507","Application Data"
"12934","2023-05-06 19:40:13.847792","192.168.18.48","20.42.65.84","TCP","54","51272  >  443 [FIN, ACK] Seq=2958 Ack=4907 Win=130560 Len=0"
"12935","2023-05-06 19:40:14.073381","192.168.18.79","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"12936","2023-05-06 19:40:14.083649","20.42.65.84","192.168.18.48","TCP","54","443  >  51272 [FIN, ACK] Seq=4907 Ack=2959 Win=524032 Len=0"
"12937","2023-05-06 19:40:14.083727","192.168.18.48","20.42.65.84","TCP","54","51272  >  443 [ACK] Seq=2959 Ack=4908 Win=130560 Len=0"
"12938","2023-05-06 19:40:14.577132","23.205.49.67","192.168.18.48","TCP","54","[TCP Keep-Alive] 443  >  50853 [ACK] Seq=5328 Ack=2161 Win=64128 Len=0"
"12939","2023-05-06 19:40:14.577166","192.168.18.48","23.205.49.67","TCP","54","[TCP Keep-Alive ACK] 50853  >  443 [ACK] Seq=2161 Ack=5329 Win=131072 Len=0"
"12940","2023-05-06 19:40:15.012184","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:809::200e","UDP","91","58033  >  443 Len=29"
"12941","2023-05-06 19:40:15.061163","2a00:1450:4018:809::200e","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","88","443  >  58033 Len=26"
"12942","2023-05-06 19:40:15.077141","3.230.108.36","192.168.18.48","TCP","54","[TCP Keep-Alive] 443  >  50974 [ACK] Seq=4540 Ack=5055 Win=55808 Len=0"
"12943","2023-05-06 19:40:15.077182","192.168.18.48","3.230.108.36","TCP","54","[TCP Keep-Alive ACK] 50974  >  443 [ACK] Seq=5055 Ack=4541 Win=131072 Len=0"
"12944","2023-05-06 19:40:15.178354","2a00:1450:4018:807::200a","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","221","443  >  50286 Len=159"
"12945","2023-05-06 19:40:15.178722","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","98","50286  >  443 Len=36"
"12946","2023-05-06 19:40:15.295471","3.230.108.36","192.168.18.48","TCP","54","443  >  50974 [RST] Seq=4541 Win=0 Len=0"
"12947","2023-05-06 19:40:15.387069","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","91","50286  >  443 Len=29"
"12948","2023-05-06 19:40:15.436934","2a00:1450:4018:807::200a","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","87","443  >  50286 Len=25"
"12949","2023-05-06 19:40:15.640556","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","91","50286  >  443 Len=29"
"12950","2023-05-06 19:40:15.698670","2a00:1450:4018:807::200a","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","87","443  >  50286 Len=25"
"12951","2023-05-06 19:40:15.902386","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","91","50286  >  443 Len=29"
"12952","2023-05-06 19:40:15.982743","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","91","50286  >  443 Len=29"
"12953","2023-05-06 19:40:16.020084","2a00:1450:4018:807::200a","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","88","443  >  50286 Len=26"
"12954","2023-05-06 19:40:16.226403","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","91","50286  >  443 Len=29"
"12955","2023-05-06 19:40:16.266879","2a00:1450:4018:807::200a","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","88","443  >  50286 Len=26"
"12956","2023-05-06 19:40:16.467991","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","91","50286  >  443 Len=29"
"12957","2023-05-06 19:40:16.508504","2a00:1450:4018:807::200a","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","88","443  >  50286 Len=26"
"12958","2023-05-06 19:40:16.700750","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:400c:c02::bc","TCP","75","[TCP Keep-Alive] 50050  >  5228 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"12959","2023-05-06 19:40:16.711025","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","91","50286  >  443 Len=29"
"12960","2023-05-06 19:40:16.759459","2a00:1450:4018:807::200a","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","88","443  >  50286 Len=26"
"12961","2023-05-06 19:40:16.863062","2a00:1450:400c:c02::bc","2407:d000:b:7008:5d49:e746:bd25:c0b5","TCP","86","[TCP Keep-Alive ACK] 5228  >  50050 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2"
"12962","2023-05-06 19:40:17.164428","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","91","50286  >  443 Len=29"
"12963","2023-05-06 19:40:17.229501","2a00:1450:4018:807::200a","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","89","443  >  50286 Len=27"
"12964","2023-05-06 19:40:18.011528","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:801::2003","TCP","75","[TCP Keep-Alive] 50211  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1"
"12965","2023-05-06 19:40:18.031739","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","91","50286  >  443 Len=29"
"12966","2023-05-06 19:40:18.053400","2a00:1450:4018:801::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","TCP","86","[TCP Keep-Alive ACK] 443  >  50211 [ACK] Seq=1 Ack=2 Win=273 Len=0 SLE=1 SRE=2"
"12967","2023-05-06 19:40:18.080605","2a00:1450:4018:807::200a","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","89","443  >  50286 Len=27"
"12968","2023-05-06 19:40:19.491114","192.168.18.48","104.244.43.131","TCP","55","[TCP Keep-Alive] 50171  >  443 [ACK] Seq=0 Ack=2 Win=510 Len=1"
"12969","2023-05-06 19:40:19.595929","104.244.43.131","192.168.18.48","TCP","66","[TCP Keep-Alive ACK] 443  >  50171 [ACK] Seq=2 Ack=1 Win=290 Len=0 SLE=0 SRE=1"
"12970","2023-05-06 19:40:19.596097","104.244.42.194","192.168.18.48","TCP","54","[TCP Keep-Alive] 443  >  50158 [ACK] Seq=311 Ack=549 Win=2130 Len=0"
"12971","2023-05-06 19:40:19.596115","192.168.18.48","104.244.42.194","TCP","54","[TCP Keep-Alive ACK] 50158  >  443 [ACK] Seq=549 Ack=312 Win=512 Len=0"
"12972","2023-05-06 19:40:19.685202","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200a","UDP","91","50286  >  443 Len=29"
"12973","2023-05-06 19:40:19.733234","2a00:1450:4018:807::200a","2407:d000:b:7008:5d49:e746:bd25:c0b5","UDP","89","443  >  50286 Len=27"
"12974","2023-05-06 19:40:19.793210","20.198.119.143","192.168.18.48","TCP","54","[TCP Dup ACK 6989#1] 443  >  49755 [ACK] Seq=1 Ack=1 Win=7944 Len=0"
"12975","2023-05-06 19:40:19.793244","192.168.18.48","20.198.119.143","TCP","54","[TCP Dup ACK 6990#5] 49755  >  443 [ACK] Seq=1 Ack=2 Win=510 Len=0"
"12976","2023-05-06 19:40:20.122289","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","183","Protected Payload (KP0), DCID=c6f447a312d374ad"
"12977","2023-05-06 19:40:20.126540","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::200e","QUIC","1292","Initial, DCID=903a4c38a21119a2, PKN: 1, PADDING, PING, PADDING, CRYPTO, PADDING, PING, PING, PADDING, PING, PING, PING, PADDING"
"12978","2023-05-06 19:40:20.126695","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::200e","QUIC","140","0-RTT, DCID=903a4c38a21119a2"
"12979","2023-05-06 19:40:20.161454","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","91","Protected Payload (KP0)"
"12980","2023-05-06 19:40:20.191018","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","94","Protected Payload (KP0), DCID=c6f447a312d374ad"
"12981","2023-05-06 19:40:20.195402","2a00:1450:4018:804::200e","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","1292","Initial, SCID=d03a4c38a21119a2, PKN: 1, ACK, PADDING"
"12982","2023-05-06 19:40:20.278863","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","177","Protected Payload (KP0)"
"12983","2023-05-06 19:40:20.279118","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:806::2003","QUIC","97","Protected Payload (KP0), DCID=c6f447a312d374ad"
"12984","2023-05-06 19:40:20.279381","2a00:1450:4018:806::2003","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","84","Protected Payload (KP0)"
"12985","2023-05-06 19:40:20.281605","2a00:1450:4018:804::200e","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","1292","Protected Payload (KP0)"
"12986","2023-05-06 19:40:20.282114","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::200e","QUIC","140","Handshake, DCID=d03a4c38a21119a2"
"12987","2023-05-06 19:40:20.282196","2a00:1450:4018:804::200e","2407:d000:b:7008:5d49:e746:bd25:c0b5","QUIC","690","Protected Payload (KP0)"
"12988","2023-05-06 19:40:20.282665","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::200e","QUIC","1288","Protected Payload (KP0), DCID=d03a4c38a21119a2"
"12989","2023-05-06 19:40:20.282733","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::200e","QUIC","1288","Protected Payload (KP0), DCID=d03a4c38a21119a2"
"12990","2023-05-06 19:40:20.282749","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::200e","QUIC","1292","Protected Payload (KP0), DCID=d03a4c38a21119a2"
"12991","2023-05-06 19:40:20.282768","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::200e","QUIC","1292","Protected Payload (KP0), DCID=d03a4c38a21119a2"
"12992","2023-05-06 19:40:20.282786","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:804::200e","QUIC","1272","Protected Payload (KP0), DCID=d03a4c38a21119a2"
